metric,count,mean,median,std,min,max
avg_fairness,122,0.8643304952602194,0.938046729639206,0.17816682470841066,0.35478750107504886,0.9994556049075085
avg_capacity_mbps,122,3.9649305818676264,1.8845714276528136,4.438245927513936,0.0848134103861518,17.781215448683604
