throughput_mbps,rtt_ms,loss_rate,jitter_ms,users,cell_load
0.018024,62.25,0.0,41.817061908587824,1.0,0.0004079188620595481
0.24104,38.72222222222222,0.0,24.999100329832636,1.0,0.005455213188572652
3.587016,30.68421052631579,0.0,8.473633762194497,1.0,0.0811812852257763
0.036704,39.25,0.0,33.321623287475006,1.0,0.0008306843049841131
0.718288,28.392857142857142,0.0,8.264323310502878,1.0,0.016256281823736615
0.263624,29.833333333333332,0.0,18.408585851657676,1.0,0.005966333893230489
0.241544,40.470588235294116,0.0,38.64052074894954,1.0,0.005466619708017726
0.32852,27.176470588235293,0.0,7.483053771689737,1.0,0.0074350590636819095
1.327128,29.333333333333332,0.0,11.593671685039899,1.0,0.03003553836925011
0.030632,35.0,0.0,15.0,1.0,0.0006932629040506035
0.089192,31.25,0.0,5.312459150169743,1.0,0.002018591830049668
0.0,30.0,0.0,5.0,1.0,0.0
0.293632,31.692307692307693,0.0,36.46488036453705,1.0,0.006645474439872905
0.07284,36.666666666666664,0.0,14.540976583434826,1.0,0.0016485136436094922
0.163648,31.083333333333332,0.0,19.031075066370217,1.0,0.003703678758229079
0.007472,29.0,0.0,0.0,1.0,0.000169106177169826
0.0,30.0,0.0,5.0,1.0,0.0
0.247144,26.75,0.0,10.954451150103322,1.0,0.005593358812962992
0.22252,26.875,0.0,4.2378277069118075,1.0,0.005036068862932237
0.002736,28.0,0.0,13.199326582148885,1.0,6.192110555897269e-05
0.153472,29.444444444444443,0.0,6.112231589198825,1.0,0.003473375698957111
11.550456,29.666666666666668,0.0,17.405722727697043,1.0,0.2614097241338704
6.688536,35.625,0.0,42.269301834203745,1.0,0.1513748332203907
4.571544,26.727272727272727,0.0,5.043808085167397,1.0,0.10346310621033927
6.64104,35.8,0.0,22.246653236990806,1.0,0.15029990455459064
30.133056,29.6,0.0,10.04987562112089,1.0,0.6819708119117087
71.201504,29.454545454545453,0.0,9.962429422585638,1.0,1.0
93.253952,26.833333333333332,0.0,7.690285811838765,1.0,1.0
97.825184,25.428571428571427,0.0,3.774917217635375,1.0,1.0
102.13116,27.5,0.0,4.320493798938574,1.0,1.0
74.466816,26.25,0.0,2.943920288775949,1.0,1.0
0.864624,24.0,0.0,2.6246692913372702,1.0,0.01956815569182061
47.138592,26.0,0.0,6.0,1.0,1.0
0.0,30.0,0.0,5.0,1.0,0.0
