throughput_mbps,rtt_ms,loss_rate,jitter_ms,users,cell_load
0.00576,105.5,0.0,0.0,1.0,0.03147114489402529
0.030248,105.0,0.0,0.0,1.0,0.1652672206170967
0.029816,104.0,0.0,0.0,1.0,0.16290688475004478
0.03156,105.0,0.0,0.0,1.0,0.17243564806518022
0.028992,104.5,0.0,0.0,1.0,0.15840476263326062
0.028456,104.5,0.0,0.0,1.0,0.1554761977611777
0.02892,105.0,0.0,0.0,1.0,0.1580113733220853
0.025456,104.5,0.0,0.0,1.0,0.1390849764622062
0.025712,104.0,0.0,0.0,1.0,0.14048369401305177
0.025456,104.5,0.0,0.0,1.0,0.1390849764622062
0.02892,105.0,0.0,0.0,1.0,0.1580113733220853
0.026456,104.5,0.0,0.0,1.0,0.14454871689519672
0.03192,104.5,0.0,0.0,1.0,0.17440259462105678
0.033656,104.5,0.0,0.0,1.0,0.1838876480127283
0.025504,104.5,0.0,0.0,1.0,0.13934723600298973
0.023736,104.0,0.0,0.0,1.0,0.12968734291746253
0.026992,104.5,0.0,0.0,1.0,0.14747728176727962
0.016808,104.5,0.0,0.0,1.0,0.09183454919770434
0.03084,104.5,0.0,0.0,1.0,0.16850175495342706
0.239888,104.0,0.0,0.0,1.0,1.0
0.087992,104.5,0.0,0.0,1.0,0.4807654481797002
0.049272,104.5,0.0,0.0,1.0,0.269209418614308
0.029704,104.0,0.0,0.0,1.0,0.16229494582154985
0.035536,104.5,0.0,0.0,1.0,0.19415948002675046
0.057304,104.5,0.0,0.0,1.0,0.3130941817720877
0.041648,104.0,0.0,0.0,1.0,0.22755386155318838
0.032048,104.5,0.0,0.0,1.0,0.17510195339647958
0.02552,104.5,0.0,0.0,1.0,0.1394346558499176
0.042224,105.0,0.0,0.0,1.0,0.2307009760425909
0.033528,104.5,0.0,0.0,1.0,0.18318828923730554
0.031656,104.5,0.0,0.0,1.0,0.1729601671467473
0.030832,105.0,0.0,0.0,1.0,0.16845804502996312
0.041216,104.0,0.0,0.0,1.0,0.22519352568613651
0.035936,105.0,0.0,0.0,1.0,0.19634497619994667
0.037608,104.0,0.0,0.0,1.0,0.2054803502039068
0.044008,104.5,0.0,0.0,1.0,0.24044828897504597
0.04444,104.5,0.0,0.0,1.0,0.2428086248420979
0.048888,104.0,0.0,0.0,1.0,0.2671113422880396
0.04388,104.5,0.0,0.0,1.0,0.2397489301996232
0.046968,105.0,0.0,0.0,1.0,0.25662096065669787
0.037408,104.5,0.0,0.0,1.0,0.20438760211730866
0.036488,105.0,0.0,0.0,1.0,0.19936096091895741
0.049888,104.5,0.0,0.0,1.0,0.27257508272103015
0.056472,104.5,0.0,0.0,1.0,0.3085483497318396
0.059136,105.0,0.0,0.0,1.0,0.3231037542453263
0.048016,104.5,0.0,0.0,1.0,0.2623469606304719
0.048368,104.5,0.0,0.0,1.0,0.2642701972628846
0.052376,104.5,0.0,0.0,1.0,0.2861688689183105
0.049408,104.5,0.0,0.0,1.0,0.2699524873131947
0.058296,105.0,0.0,0.0,1.0,0.31851421228161425
0.05564,104.5,0.0,0.0,1.0,0.30400251769159153
0.06244,104.0,0.0,0.0,1.0,0.3411559526359269
0.064456,104.5,0.0,0.0,1.0,0.35217085334883574
0.051528,104.5,0.0,0.0,1.0,0.28153561703113456
0.066808,104.0,0.0,0.0,1.0,0.36502157084722947
0.054672,105.0,0.0,0.0,1.0,0.2987136169524567
0.05132,104.5,0.0,0.0,1.0,0.28039915902107254
0.038376,105.0,0.0,0.0,1.0,0.2096765028564435
0.043632,104.5,0.0,0.0,1.0,0.23839392257224154
0.048936,105.0,0.0,0.0,1.0,0.2673736018288232
0.047312,104.5,0.0,0.0,1.0,0.2585004873656466
0.042824,104.5,0.0,0.0,1.0,0.23397922030238524
0.051248,104.5,0.0,0.0,1.0,0.2800057697098972
0.049872,104.5,0.0,0.0,1.0,0.2724876628741023
0.056952,104.5,0.0,0.0,1.0,0.311170945139675
0.057168,105.0,0.0,0.0,1.0,0.31235111307320096
0.06868,104.0,0.0,0.0,1.0,0.37524969293778765
0.0552,104.0,0.0,0.0,1.0,0.3015984719010757
0.054448,104.0,0.0,0.0,1.0,0.29748973909546683
0.050176,105.0,0.0,0.0,1.0,0.2741486399657314
0.060536,104.5,0.0,0.0,1.0,0.330752990851513
0.05692,104.0,0.0,0.0,1.0,0.31099610544581935
0.072584,104.0,0.0,0.0,1.0,0.3965801355881825
0.061304,104.5,0.0,0.0,1.0,0.3349491435040497
0.077968,104.0,0.0,0.0,1.0,0.4259969140794034
0.078728,104.5,0.0,0.0,1.0,0.4301493568084762
0.102384,105.0,0.0,0.0,1.0,0.5593996004912996
0.079456,104.5,0.0,0.0,1.0,0.43412695984369326
0.085576,104.5,0.0,0.0,1.0,0.46756505129359516
0.116288,104.0,0.0,0.0,1.0,0.6353674474715995
0.088136,104.5,0.0,0.0,1.0,0.48155222680205084
0.082648,104.5,0.0,0.0,1.0,0.45156721930579896
0.10932,104.0,0.0,0.0,1.0,0.5972961041345216
0.090776,104.0,0.0,0.0,1.0,0.4959765015451457
0.103192,104.0,0.0,0.0,1.0,0.5638143027611558
0.101048,104.5,0.0,0.0,1.0,0.5521000432728241
0.101016,104.5,0.0,0.0,1.0,0.5519252035789685
0.115088,104.5,0.0,0.0,1.0,0.6288109589520108
0.101152,105.0,0.0,0.0,1.0,0.5526682722778552
0.089104,105.0,0.0,0.0,1.0,0.48684112754118564
0.094568,104.5,0.0,0.0,1.0,0.5166950052670457
0.059152,104.5,0.0,0.0,1.0,0.3231911740922542
0.046728,105.0,0.0,0.0,1.0,0.2553096629527801
0.061216,104.5,0.0,0.0,1.0,0.3344683343459465
0.055696,104.5,0.0,0.0,1.0,0.30430848715583897
0.049864,104.0,0.0,0.0,1.0,0.27244395295063834
0.047264,104.5,0.0,0.0,1.0,0.25823822782486305
0.064304,105.0,0.0,0.0,1.0,0.3513403648030212
0.062592,105.0,0.0,0.0,1.0,0.34198644118174143
0.062264,105.0,0.0,0.0,1.0,0.34019433431972057
0.053016,104.5,0.0,0.0,1.0,0.28966566279542444
0.06544,104.0,0.0,0.0,1.0,0.3575471739348984
0.050184,105.0,0.0,0.0,1.0,0.27419234988919533
0.055936,104.5,0.0,0.0,1.0,0.30561978485975666
0.060128,104.5,0.0,0.0,1.0,0.3285237847548529
0.055584,104.0,0.0,0.0,1.0,0.30369654822734404
0.059752,104.5,0.0,0.0,1.0,0.32646941835204846
0.070544,104.5,0.0,0.0,1.0,0.3854341051048819
0.104016,104.5,0.0,0.0,1.0,0.56831642487794
0.077976,104.5,0.0,0.0,1.0,0.42604062400286735
0.085784,105.0,0.0,0.0,1.0,0.46870150930365717
0.090576,105.0,0.0,0.0,1.0,0.4948837534585477
0.089064,104.5,0.0,0.0,1.0,0.48662257792386604
0.094648,104.0,0.0,0.0,1.0,0.517132104501685
0.094104,104.0,0.0,0.0,1.0,0.514159829706138
0.088568,104.5,0.0,0.0,1.0,0.4839125626691027
0.105464,105.0,0.0,0.0,1.0,0.5762279210249103
0.113344,105.0,0.0,0.0,1.0,0.6192821956368754
0.124528,105.0,0.0,0.0,1.0,0.6803886686394411
0.106992,104.5,0.0,0.0,1.0,0.5845765164065198
0.110752,104.5,0.0,0.0,1.0,0.6051201804345641
0.121928,104.5,0.0,0.0,1.0,0.6661829435136658
0.105544,104.5,0.0,0.0,1.0,0.5766650202595495
0.106304,104.0,0.0,0.0,1.0,0.5808174629886222
0.109128,104.0,0.0,0.0,1.0,0.5962470659713874
0.113192,104.5,0.0,0.0,1.0,0.6184517070910608
0.105688,104.5,0.0,0.0,1.0,0.5774517988819001
0.108648,104.5,0.0,0.0,1.0,0.5936244705635519
0.105464,105.0,0.0,0.0,1.0,0.5762279210249103
0.1026,105.0,0.0,0.0,1.0,0.5605797684248254
0.147976,104.0,0.0,0.0,1.0,0.8085024543122025
0.115776,104.0,0.0,0.0,1.0,0.6325700123699083
0.11828,104.5,0.0,0.0,1.0,0.6462512184141165
0.132112,104.5,0.0,0.0,1.0,0.7218256760832411
0.137336,104.5,0.0,0.0,1.0,0.7503682561051835
0.118432,104.0,0.0,0.0,1.0,0.6470817069599311
0.127816,104.0,0.0,0.0,1.0,0.698353447183114
0.114256,104.5,0.0,0.0,1.0,0.6242651269117627
0.128,104.5,0.0,0.0,1.0,0.6993587754227842
0.160264,104.5,0.0,0.0,1.0,0.8756408967527897
0.121904,104.5,0.0,0.0,1.0,0.666051813743274
0.123824,104.0,0.0,0.0,1.0,0.6765421953746159
0.133872,104.5,0.0,0.0,1.0,0.7314418592453044
0.133616,104.5,0.0,0.0,1.0,0.7300431416944589
0.14232,104.0,0.0,0.0,1.0,0.7775995384232082
0.14856,104.5,0.0,0.0,1.0,0.8116932787250689
0.13576,104.0,0.0,0.0,1.0,0.7417574011827904
0.143528,104.5,0.0,0.0,1.0,0.7841997368662607
0.137176,105.0,0.0,0.0,1.0,0.7494940576359049
0.17308,104.0,0.0,0.0,1.0,0.9456641941419961
0.133544,104.0,0.0,0.0,1.0,0.7296497523832834
0.14148,104.5,0.0,0.0,1.0,0.7730099964594961
0.123008,104.5,0.0,0.0,1.0,0.6720837831812956
0.123344,104.5,0.0,0.0,1.0,0.6739195999667804
0.129056,104.5,0.0,0.0,1.0,0.7051284853200221
0.111368,104.0,0.0,0.0,1.0,0.6084858445412862
0.131136,105.0,0.0,0.0,1.0,0.7164930654206424
0.126232,104.0,0.0,0.0,1.0,0.6896988823372571
0.119048,104.0,0.0,0.0,1.0,0.6504473710666532
0.114608,104.5,0.0,0.0,1.0,0.6261883635441754
0.127416,104.5,0.0,0.0,1.0,0.6961679510099177
0.10584,105.0,0.0,0.0,1.0,0.5782822874277147
0.12292,105.0,0.0,0.0,1.0,0.6716029740231925
0.117096,104.0,0.0,0.0,1.0,0.6397821497414558
0.123224,104.5,0.0,0.0,1.0,0.6732639511148215
0.134376,104.0,0.0,0.0,1.0,0.7341955844235316
0.141032,104.0,0.0,0.0,1.0,0.7705622407455164
0.147688,104.0,0.0,0.0,1.0,0.8069288970675013
0.146208,105.0,0.0,0.0,1.0,0.7988425612266753
0.164144,104.0,0.0,0.0,1.0,0.8968402096327929
0.136384,105.0,0.0,0.0,1.0,0.7451667752129766
0.141392,104.5,0.0,0.0,1.0,0.7725291873013929
0.136584,104.5,0.0,0.0,1.0,0.7462595232995747
0.130896,104.0,0.0,0.0,1.0,0.7151817677167247
0.163976,104.5,0.0,0.0,1.0,0.8959223012400506
0.151544,104.5,0.0,0.0,1.0,0.8279970801771126
0.137,104.5,0.0,0.0,1.0,0.7485324393196987
0.185552,104.5,0.0,0.0,1.0,1.0
0.164432,105.0,0.0,0.0,1.0,0.8984137668774941
0.154736,104.0,0.0,0.0,1.0,0.8454373396392183
0.137424,104.0,0.0,0.0,1.0,0.7508490652632867
0.165328,104.5,0.0,0.0,1.0,0.9033092783054536
0.156616,104.5,0.0,0.0,1.0,0.8557091716532403
0.161408,105.0,0.0,0.0,1.0,0.8818914158081308
0.115832,104.5,0.0,0.0,1.0,0.6328759818341558
0.126152,104.5,0.0,0.0,1.0,0.6892617831026177
0.123224,104.5,0.0,0.0,1.0,0.6732639511148215
0.13824,105.0,0.0,0.0,1.0,0.7553074774566069
0.131072,105.0,0.0,0.0,1.0,0.7161433860329309
0.119648,104.5,0.0,0.0,1.0,0.6537256153264476
0.143584,104.5,0.0,0.0,1.0,0.7845057063305081
0.151856,104.0,0.0,0.0,1.0,0.8297017671922056
0.173904,104.5,0.0,0.0,1.0,0.9501663162587801
0.137752,105.0,0.0,0.0,1.0,0.7526411721253076
0.152224,105.0,0.0,0.0,1.0,0.8317124236715461
0.12228,105.0,0.0,0.0,1.0,0.6681061801460785
0.12688,105.0,0.0,0.0,1.0,0.6932393861378348
0.121408,104.5,0.0,0.0,1.0,0.6633417984885108
0.13256,104.5,0.0,0.0,1.0,0.7242734317972209
0.181272,104.5,0.0,0.0,1.0,0.9904231557690542
0.159112,104.5,0.0,0.0,1.0,0.8693466677739847
0.144808,105.0,0.0,0.0,1.0,0.7911933246204885
0.135504,104.5,0.0,0.0,1.0,0.740358683631945
0.11404,104.5,0.0,0.0,1.0,0.6230849589782368
0.13844,104.5,0.0,0.0,1.0,0.7564002255432051
0.133264,104.5,0.0,0.0,1.0,0.7281199050620462
0.12192,104.5,0.0,0.0,1.0,0.6661392335902019
0.129936,105.0,0.0,0.0,1.0,0.7099365769010537
0.127688,105.0,0.0,0.0,1.0,0.6976540884076912
0.109168,104.0,0.0,0.0,1.0,0.596465615588707
0.141544,105.0,0.0,0.0,1.0,0.7733596758472076
0.14972,104.5,0.0,0.0,1.0,0.8180312176273378
0.134768,104.5,0.0,0.0,1.0,0.7363373706732639
0.127584,104.5,0.0,0.0,1.0,0.6970858594026601
0.120888,104.5,0.0,0.0,1.0,0.6605006534633557
0.118208,104.5,0.0,0.0,1.0,0.6458578291029412
0.105736,105.0,0.0,0.0,1.0,0.5777140584226836
0.11984,104.0,0.0,0.0,1.0,0.6547746534895817
0.119056,105.0,0.0,0.0,1.0,0.6504910809901171
0.140736,105.0,0.0,0.0,1.0,0.7689449735773513
0.143336,105.0,0.0,0.0,1.0,0.7831506987031265
0.105672,104.5,0.0,0.0,1.0,0.5773643790349723
0.124808,104.5,0.0,0.0,1.0,0.6819185159606785
0.14284,104.0,0.0,0.0,1.0,0.7804406834483631
0.102152,104.0,0.0,0.0,1.0,0.5581320127108458
0.128488,104.0,0.0,0.0,1.0,0.7020250807540835
0.129112,105.0,0.0,0.0,1.0,0.7054344547842697
0.110312,104.0,0.0,0.0,1.0,0.6027161346440482
0.130456,104.5,0.0,0.0,1.0,0.7127777219262088
0.14084,104.0,0.0,0.0,1.0,0.7695132025823822
0.12904,105.0,0.0,0.0,1.0,0.7050410654730942
0.11932,104.5,0.0,0.0,1.0,0.6519335084644265
0.129456,105.0,0.0,0.0,1.0,0.7073139814932182
0.118904,105.0,0.0,0.0,1.0,0.6496605924443025
0.151712,104.5,0.0,0.0,1.0,0.828914988569855
0.120272,104.5,0.0,0.0,1.0,0.6571349893566336
0.121272,104.5,0.0,0.0,1.0,0.6625987297896241
0.115712,105.0,0.0,0.0,1.0,0.6322203329821968
0.12232,104.5,0.0,0.0,1.0,0.6683247297633981
0.111904,104.5,0.0,0.0,1.0,0.6114144094133691
0.106328,104.5,0.0,0.0,1.0,0.5809485927590141
0.121128,104.0,0.0,0.0,1.0,0.6618119511672734
0.09848,105.0,0.0,0.0,1.0,0.5380691578409046
0.10216,104.5,0.0,0.0,1.0,0.5581757226343096
0.109592,105.0,0.0,0.0,1.0,0.598782241532295
0.119224,105.0,0.0,0.0,1.0,0.6514089893828595
0.105888,104.5,0.0,0.0,1.0,0.5785445469684982
0.128224,105.0,0.0,0.0,1.0,0.7005826532797741
0.114384,104.5,0.0,0.0,1.0,0.6249644856871855
0.12272,104.5,0.0,0.0,1.0,0.6705102259365943
0.138784,105.0,0.0,0.0,1.0,0.7582797522521537
0.1258,104.5,0.0,0.0,1.0,0.6873385464702051
0.141824,105.0,0.0,0.0,1.0,0.774889523168445
0.138728,104.5,0.0,0.0,1.0,0.7579737827879062
0.147176,104.0,0.0,0.0,1.0,0.8041314619658101
0.126968,104.0,0.0,0.0,1.0,0.693720195295938
0.11884,104.0,0.0,0.0,1.0,0.6493109130565912
0.108368,104.5,0.0,0.0,1.0,0.5920946232423147
0.112192,104.0,0.0,0.0,1.0,0.6129879666580703
0.147744,104.5,0.0,0.0,1.0,0.8072348665317486
0.12936,104.5,0.0,0.0,1.0,0.7067894624116513
0.109376,104.5,0.0,0.0,1.0,0.597602073598769
0.129904,105.0,0.0,0.0,1.0,0.709761737207198
